"Locus","Genot","Obs.Het","Exp.Het","P.value","s.d","Steps.done","islandpop","p.value.adjusted"
11,21,0.47619,0.51103,1,0,1001000,"motukawanui.txt",1
15,21,0,0.09292,0.02435,0.00016,1001000,"motukawanui.txt",1
24,13,0.15385,0.27077,0.23518,0.00045,1001000,"motukawanui.txt",1
25,14,0.07143,0.07143,1,0,1001000,"motukawanui.txt",1
35,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
38,21,0.2381,0.39605,0.09325,3e-04,1001000,"motukawanui.txt",1
41,13,0,0.27077,0.00503,7e-05,1001000,"motukawanui.txt",1
46,21,0.09524,0.09292,1,0,1001000,"motukawanui.txt",1
49,21,0.2381,0.39605,0.0938,0.00029,1001000,"motukawanui.txt",1
52,21,0.42857,0.49361,0.66013,0.00045,1001000,"motukawanui.txt",1
53,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
61,21,0.19048,0.17654,1,0,1001000,"motukawanui.txt",1
62,21,0.47619,0.51103,1,0,1001000,"motukawanui.txt",1
74,21,0.14286,0.13589,1,0,1001000,"motukawanui.txt",1
77,21,0.14286,0.34495,0.01991,0.00014,1001000,"motukawanui.txt",1
81,21,0.42857,0.39605,1,0,1001000,"motukawanui.txt",1
86,5,0,0.53333,0.04747,0.00022,1001000,"motukawanui.txt",1
87,5,0.4,0.35556,1,0,1001000,"motukawanui.txt",1
90,21,0.19048,0.17654,1,0,1001000,"motukawanui.txt",1
97,16,0.0625,0.0625,1,0,1001000,"motukawanui.txt",1
107,20,0,0.09744,0.02556,0.00016,1001000,"motukawanui.txt",1
108,21,0.66667,0.50174,0.18727,0.00038,1001000,"motukawanui.txt",1
116,18,0.05556,0.05556,1,0,1001000,"motukawanui.txt",1
125,20,0,0.09744,0.02577,0.00016,1001000,"motukawanui.txt",1
132,8,0.25,0.23333,1,0,1001000,"motukawanui.txt",1
133,21,0.38095,0.31591,1,0,1001000,"motukawanui.txt",1
141,21,0.47619,0.48316,1,0,1001000,"motukawanui.txt",1
142,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
151,20,0.35,0.29615,1,0,1001000,"motukawanui.txt",1
155,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
159,21,0.61905,0.47038,0.18278,0.00037,1001000,"motukawanui.txt",1
171,21,0.14286,0.13589,1,0,1001000,"motukawanui.txt",1
182,9,1,0.52941,0.01056,0.00011,1001000,"motukawanui.txt",1
187,21,0.42857,0.47038,1,0,1001000,"motukawanui.txt",1
196,21,0.33333,0.34495,1,0,1001000,"motukawanui.txt",1
201,20,0.1,0.09744,1,0,1001000,"motukawanui.txt",1
202,15,0.06667,0.37011,0.00524,7e-05,1001000,"motukawanui.txt",1
203,18,0.05556,0.43651,0.00036,2e-05,1001000,"motukawanui.txt",0.92412
209,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
210,21,0.33333,0.28455,1,0,1001000,"motukawanui.txt",1
215,21,0.2381,0.28455,0.44802,0.00049,1001000,"motukawanui.txt",1
220,21,0.28571,0.31591,1,0,1001000,"motukawanui.txt",1
224,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
226,21,0.28571,0.31591,1,0,1001000,"motukawanui.txt",1
241,21,0.28571,0.45528,0.13715,0.00035,1001000,"motukawanui.txt",1
244,13,0,0.14769,0.04002,0.00021,1001000,"motukawanui.txt",1
245,15,0,0.23908,0.00381,6e-05,1001000,"motukawanui.txt",1
246,13,0.23077,0.52,0.08986,0.00029,1001000,"motukawanui.txt",1
249,21,0.19048,0.17654,1,0,1001000,"motukawanui.txt",1
250,21,0.28571,0.31591,1,0,1001000,"motukawanui.txt",1
253,20,0.35,0.51154,0.19817,4e-04,1001000,"motukawanui.txt",1
268,21,0.33333,0.43786,0.32772,0.00045,1001000,"motukawanui.txt",1
269,21,0.14286,0.13589,1,0,1001000,"motukawanui.txt",1
271,21,0.52381,0.49361,1,0,1001000,"motukawanui.txt",1
275,21,0.14286,0.21487,0.23421,0.00043,1001000,"motukawanui.txt",1
278,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
1,3,0.33333,0.6,1,0,1001000,"new_britain.txt",1
2,4,0,0.42857,0.14328,0.00034,1001000,"new_britain.txt",1
3,6,0.33333,0.48485,1,0,1001000,"new_britain.txt",1
4,6,0.16667,0.16667,1,0,1001000,"new_britain.txt",1
9,10,0.1,0.1,1,0,1001000,"new_britain.txt",1
10,8,0.25,0.53333,0.19943,0.00039,1001000,"new_britain.txt",1
12,5,0,0.35556,0.11173,0.00032,1001000,"new_britain.txt",1
14,10,0.3,0.26842,1,0,1001000,"new_britain.txt",1
15,6,0.16667,0.16667,1,0,1001000,"new_britain.txt",1
17,4,0,0.42857,0.14375,0.00036,1001000,"new_britain.txt",1
20,5,0.2,0.2,1,0,1001000,"new_britain.txt",1
21,10,0.3,0.39474,0.48091,5e-04,1001000,"new_britain.txt",1
22,5,0.2,0.2,1,0,1001000,"new_britain.txt",1
23,8,0,0.4,0.01484,0.00012,1001000,"new_britain.txt",1
24,3,0,0.53333,0.20011,4e-04,1001000,"new_britain.txt",1
25,7,0.42857,0.53846,1,0,1001000,"new_britain.txt",1
30,8,0.25,0.23333,1,0,1001000,"new_britain.txt",1
31,7,0.14286,0.36264,0.23055,0.00041,1001000,"new_britain.txt",1
33,4,0.5,0.42857,1,0,1001000,"new_britain.txt",1
38,10,0.3,0.39474,0.48052,0.00051,1001000,"new_britain.txt",1
39,8,0.375,0.525,0.52967,0.00051,1001000,"new_britain.txt",1
44,8,1,0.53333,0.02552,0.00016,1001000,"new_britain.txt",1
45,6,0,0.30303,0.09166,0.00029,1001000,"new_britain.txt",1
48,6,0,0.30303,0.09058,0.00029,1001000,"new_britain.txt",1
49,5,0,0.53333,0.04713,0.00021,1001000,"new_britain.txt",1
50,9,0.11111,0.11111,1,0,1001000,"new_britain.txt",1
51,4,0.75,0.53571,1,0,1001000,"new_britain.txt",1
52,3,0,0.53333,0.20016,0.00039,1001000,"new_britain.txt",1
53,10,0.2,0.18947,1,0,1001000,"new_britain.txt",1
54,7,0,0.26374,0.07603,0.00027,1001000,"new_britain.txt",1
57,8,0.375,0.45833,1,0,1001000,"new_britain.txt",1
59,9,0.11111,0.50327,0.03122,0.00018,1001000,"new_britain.txt",1
62,7,0.14286,0.36264,0.23134,0.00042,1001000,"new_britain.txt",1
63,8,0.125,0.45833,0.07717,0.00026,1001000,"new_britain.txt",1
64,10,0.1,0.52105,0.01502,0.00012,1001000,"new_britain.txt",1
66,6,0.16667,0.40909,0.27219,0.00043,1001000,"new_britain.txt",1
67,10,0.1,0.39474,0.04678,0.00021,1001000,"new_britain.txt",1
71,9,0.11111,0.42484,0.05825,0.00023,1001000,"new_britain.txt",1
74,10,0.4,0.33684,1,0,1001000,"new_britain.txt",1
76,4,0.25,0.53571,0.42892,0.00052,1001000,"new_britain.txt",1
78,8,0,0.53333,0.00556,7e-05,1001000,"new_britain.txt",1
79,4,0,0.42857,0.14196,0.00037,1001000,"new_britain.txt",1
80,6,0.16667,0.5303,0.1506,0.00035,1001000,"new_britain.txt",1
83,7,0.14286,0.36264,0.22918,0.00042,1001000,"new_britain.txt",1
86,6,0.5,0.5303,1,0,1001000,"new_britain.txt",1
90,7,0.28571,0.52747,0.43943,0.00049,1001000,"new_britain.txt",1
92,6,0,0.48485,0.0303,0.00018,1001000,"new_britain.txt",1
93,6,0.33333,0.54545,0.48071,0.00051,1001000,"new_britain.txt",1
95,3,0,0.53333,0.19977,0.00041,1001000,"new_britain.txt",1
97,6,0.16667,0.16667,1,0,1001000,"new_britain.txt",1
98,4,0.25,0.25,1,0,1001000,"new_britain.txt",1
100,5,0,0.53333,0.04779,0.00022,1001000,"new_britain.txt",1
101,9,0,0.20915,0.05881,0.00024,1001000,"new_britain.txt",1
103,7,0,0.26374,0.0771,0.00026,1001000,"new_britain.txt",1
104,7,0,0.26374,0.0771,0.00027,1001000,"new_britain.txt",1
108,6,0.16667,0.40909,0.27276,0.00044,1001000,"new_britain.txt",1
109,3,0,0.53333,0.20036,0.00041,1001000,"new_britain.txt",1
112,5,0,0.35556,0.11167,0.00031,1001000,"new_britain.txt",1
114,5,0.2,0.2,1,0,1001000,"new_britain.txt",1
115,4,0,0.42857,0.14297,0.00033,1001000,"new_britain.txt",1
116,3,0.33333,0.33333,1,0,1001000,"new_britain.txt",1
118,6,0.83333,0.5303,0.39404,0.00049,1001000,"new_britain.txt",1
119,8,0.125,0.45833,0.07655,0.00027,1001000,"new_britain.txt",1
121,4,0.5,0.42857,1,0,1001000,"new_britain.txt",1
122,8,0.25,0.5,0.21685,4e-04,1001000,"new_britain.txt",1
123,6,0,0.30303,0.09095,0.00028,1001000,"new_britain.txt",1
125,4,0.5,0.42857,1,0,1001000,"new_britain.txt",1
133,10,0.4,0.33684,1,0,1001000,"new_britain.txt",1
135,7,0.28571,0.26374,1,0,1001000,"new_britain.txt",1
136,1,1,1,1,0,1001000,"new_britain.txt",1
142,9,0.22222,0.47059,0.16749,0.00036,1001000,"new_britain.txt",1
143,2,0,0.66667,0.33317,0.00048,1001000,"new_britain.txt",1
144,6,0.16667,0.40909,0.27291,0.00044,1001000,"new_britain.txt",1
145,8,0.375,0.525,0.53069,0.00052,1001000,"new_britain.txt",1
146,5,0,0.35556,0.11156,0.00031,1001000,"new_britain.txt",1
147,9,0.33333,0.42484,1,0,1001000,"new_britain.txt",1
148,9,0,0.36601,0.01149,0.00011,1001000,"new_britain.txt",1
150,10,0.1,0.39474,0.04676,0.00021,1001000,"new_britain.txt",1
151,4,0,0.42857,0.14244,0.00035,1001000,"new_britain.txt",1
152,9,0,0.47059,0.00471,6e-05,1001000,"new_britain.txt",1
154,10,0.1,0.1,1,0,1001000,"new_britain.txt",1
155,9,0.22222,0.36601,0.34254,0.00046,1001000,"new_britain.txt",1
156,6,0.16667,0.5303,0.15238,0.00035,1001000,"new_britain.txt",1
157,7,0,0.26374,0.07615,0.00026,1001000,"new_britain.txt",1
158,5,0.2,0.55556,0.36454,0.00047,1001000,"new_britain.txt",1
159,10,0.2,0.18947,1,0,1001000,"new_britain.txt",1
161,3,0,0.53333,0.19965,4e-04,1001000,"new_britain.txt",1
162,3,0,0.53333,0.20037,0.00041,1001000,"new_britain.txt",1
165,2,0,0.66667,0.33283,0.00047,1001000,"new_britain.txt",1
166,10,0.1,0.1,1,0,1001000,"new_britain.txt",1
172,7,0.28571,0.26374,1,0,1001000,"new_britain.txt",1
177,8,0.125,0.325,0.20072,0.00041,1001000,"new_britain.txt",1
179,3,0,0.53333,0.19957,4e-04,1001000,"new_britain.txt",1
180,8,0.125,0.125,1,0,1001000,"new_britain.txt",1
181,7,0.28571,0.43956,0.44065,0.00049,1001000,"new_britain.txt",1
184,10,0.3,0.26842,1,0,1001000,"new_britain.txt",1
185,8,0.125,0.45833,0.07663,0.00027,1001000,"new_britain.txt",1
194,8,0.375,0.325,1,0,1001000,"new_britain.txt",1
196,6,0.33333,0.54545,0.48082,0.00049,1001000,"new_britain.txt",1
197,7,0.14286,0.14286,1,0,1001000,"new_britain.txt",1
201,4,0.25,0.53571,0.42889,0.00049,1001000,"new_britain.txt",1
202,6,0.16667,0.5303,0.15207,0.00037,1001000,"new_britain.txt",1
203,8,0.25,0.5,0.21659,4e-04,1001000,"new_britain.txt",1
205,7,0.42857,0.49451,1,0,1001000,"new_britain.txt",1
209,8,0,0.4,0.0151,0.00012,1001000,"new_britain.txt",1
210,8,0.25,0.4,0.38522,0.00048,1001000,"new_britain.txt",1
212,10,0,0.18947,0.05273,0.00022,1001000,"new_britain.txt",1
213,9,0.33333,0.50327,0.49367,0.00049,1001000,"new_britain.txt",1
215,8,0.25,0.4,0.38431,0.00048,1001000,"new_britain.txt",1
216,9,0.88889,0.52288,0.05661,0.00022,1001000,"new_britain.txt",1
218,6,0.16667,0.16667,1,0,1001000,"new_britain.txt",1
219,10,0.1,0.1,1,0,1001000,"new_britain.txt",1
220,10,0.1,0.26842,0.15775,0.00036,1001000,"new_britain.txt",1
222,9,0.44444,0.36601,1,0,1001000,"new_britain.txt",1
223,8,0.25,0.23333,1,0,1001000,"new_britain.txt",1
224,10,0.7,0.52105,0.51925,5e-04,1001000,"new_britain.txt",1
226,6,0.16667,0.5303,0.15173,0.00036,1001000,"new_britain.txt",1
228,5,0.2,0.2,1,0,1001000,"new_britain.txt",1
231,6,0,0.48485,0.03042,0.00016,1001000,"new_britain.txt",1
232,6,0.5,0.5303,1,0,1001000,"new_britain.txt",1
233,7,0.28571,0.26374,1,0,1001000,"new_britain.txt",1
235,5,0,0.53333,0.04764,0.00022,1001000,"new_britain.txt",1
236,6,0.33333,0.48485,1,0,1001000,"new_britain.txt",1
238,9,0,0.20915,0.05896,0.00023,1001000,"new_britain.txt",1
240,5,0,0.35556,0.11125,0.00032,1001000,"new_britain.txt",1
243,8,0,0.23333,0.06709,0.00025,1001000,"new_britain.txt",1
245,3,0,0.53333,0.20023,0.00041,1001000,"new_britain.txt",1
248,5,0,0.53333,0.04776,2e-04,1001000,"new_britain.txt",1
249,5,0.6,0.46667,1,0,1001000,"new_britain.txt",1
251,10,0.6,0.50526,1,0,1001000,"new_britain.txt",1
252,4,0.25,0.53571,0.42879,5e-04,1001000,"new_britain.txt",1
253,9,0.44444,0.52288,1,0,1001000,"new_britain.txt",1
255,10,0.1,0.1,1,0,1001000,"new_britain.txt",1
258,10,0.1,0.26842,0.15801,0.00037,1001000,"new_britain.txt",1
259,6,0.16667,0.5303,0.15138,0.00036,1001000,"new_britain.txt",1
260,6,0.16667,0.5303,0.15159,0.00035,1001000,"new_britain.txt",1
261,4,0.25,0.25,1,0,1001000,"new_britain.txt",1
263,4,0.25,0.25,1,0,1001000,"new_britain.txt",1
266,7,0,0.43956,0.02125,0.00014,1001000,"new_britain.txt",1
268,4,0,0.42857,0.14261,0.00034,1001000,"new_britain.txt",1
269,4,0.25,0.25,1,0,1001000,"new_britain.txt",1
270,2,0,0.66667,0.33161,0.00046,1001000,"new_britain.txt",1
272,6,0.16667,0.5303,0.1513,0.00036,1001000,"new_britain.txt",1
273,5,0,0.35556,0.11128,0.00032,1001000,"new_britain.txt",1
276,8,0.5,0.5,1,0,1001000,"new_britain.txt",1
277,10,0.3,0.26842,1,0,1001000,"new_britain.txt",1
278,4,0.25,0.53571,0.42935,0.00048,1001000,"new_britain.txt",1
282,10,0,0.50526,0.00169,4e-05,1001000,"new_britain.txt",1
1,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
3,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
8,2,0,0.66667,0.33251,0.00047,1001000,"new_guinea.txt",1
13,1,1,1,1,0,1001000,"new_guinea.txt",1
14,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
20,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
22,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
25,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
30,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
33,1,1,1,1,0,1001000,"new_guinea.txt",1
40,3,0,0.53333,0.19987,0.00039,1001000,"new_guinea.txt",1
44,3,1,0.6,0.39894,0.00048,1001000,"new_guinea.txt",1
50,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
51,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
53,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
57,3,0.33333,0.6,1,0,1001000,"new_guinea.txt",1
61,1,1,1,1,0,1001000,"new_guinea.txt",1
63,1,1,1,1,0,1001000,"new_guinea.txt",1
71,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
72,3,0,0.53333,0.2004,0.00039,1001000,"new_guinea.txt",1
74,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
76,3,0.33333,0.6,1,0,1001000,"new_guinea.txt",1
80,1,1,1,1,0,1001000,"new_guinea.txt",1
86,3,0,0.53333,0.19973,4e-04,1001000,"new_guinea.txt",1
87,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
90,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
109,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
111,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
113,1,1,1,1,0,1001000,"new_guinea.txt",1
114,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
115,1,1,1,1,0,1001000,"new_guinea.txt",1
118,2,1,0.66667,1,0,1001000,"new_guinea.txt",1
119,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
122,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
135,3,1,0.6,0.40075,0.00051,1001000,"new_guinea.txt",1
142,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
144,2,0,0.66667,0.3338,0.00047,1001000,"new_guinea.txt",1
146,2,0,0.66667,0.33318,0.00044,1001000,"new_guinea.txt",1
150,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
151,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
152,2,0,0.66667,0.33195,0.00046,1001000,"new_guinea.txt",1
153,1,1,1,1,0,1001000,"new_guinea.txt",1
154,3,1,0.6,0.40033,0.00048,1001000,"new_guinea.txt",1
155,2,1,0.66667,1,0,1001000,"new_guinea.txt",1
158,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
159,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
172,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
177,2,0,0.66667,0.3333,0.00044,1001000,"new_guinea.txt",1
183,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
184,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
185,3,0.33333,0.6,1,0,1001000,"new_guinea.txt",1
191,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
194,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
196,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
197,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
201,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
202,1,1,1,1,0,1001000,"new_guinea.txt",1
203,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
205,3,0.33333,0.6,1,0,1001000,"new_guinea.txt",1
210,3,0,0.53333,0.20006,4e-04,1001000,"new_guinea.txt",1
212,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
213,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
215,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
216,3,1,0.6,0.40005,0.00049,1001000,"new_guinea.txt",1
218,3,0,0.53333,0.1999,4e-04,1001000,"new_guinea.txt",1
220,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
222,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
223,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
224,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
226,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
228,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
233,1,1,1,1,0,1001000,"new_guinea.txt",1
234,2,0,0.66667,0.33325,0.00047,1001000,"new_guinea.txt",1
235,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
236,1,1,1,1,0,1001000,"new_guinea.txt",1
243,3,0.33333,0.6,1,0,1001000,"new_guinea.txt",1
245,2,0,0.66667,0.33332,0.00046,1001000,"new_guinea.txt",1
247,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
248,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
251,3,1,0.6,0.40032,0.00049,1001000,"new_guinea.txt",1
253,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
255,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
258,3,0,0.53333,0.20046,0.00039,1001000,"new_guinea.txt",1
259,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
260,1,1,1,1,0,1001000,"new_guinea.txt",1
261,3,0.66667,0.53333,1,0,1001000,"new_guinea.txt",1
269,2,0.5,0.5,1,0,1001000,"new_guinea.txt",1
276,2,1,0.66667,1,0,1001000,"new_guinea.txt",1
278,3,0.33333,0.33333,1,0,1001000,"new_guinea.txt",1
3,1,1,1,1,0,1001000,"normanby_island.txt",1
14,1,1,1,1,0,1001000,"normanby_island.txt",1
25,1,1,1,1,0,1001000,"normanby_island.txt",1
33,1,1,1,1,0,1001000,"normanby_island.txt",1
36,1,1,1,1,0,1001000,"normanby_island.txt",1
57,1,1,1,1,0,1001000,"normanby_island.txt",1
71,1,1,1,1,0,1001000,"normanby_island.txt",1
74,1,1,1,1,0,1001000,"normanby_island.txt",1
87,1,1,1,1,0,1001000,"normanby_island.txt",1
113,1,1,1,1,0,1001000,"normanby_island.txt",1
116,1,1,1,1,0,1001000,"normanby_island.txt",1
118,1,1,1,1,0,1001000,"normanby_island.txt",1
133,1,1,1,1,0,1001000,"normanby_island.txt",1
154,1,1,1,1,0,1001000,"normanby_island.txt",1
157,1,1,1,1,0,1001000,"normanby_island.txt",1
161,1,1,1,1,0,1001000,"normanby_island.txt",1
175,1,1,1,1,0,1001000,"normanby_island.txt",1
183,1,1,1,1,0,1001000,"normanby_island.txt",1
203,1,1,1,1,0,1001000,"normanby_island.txt",1
212,1,1,1,1,0,1001000,"normanby_island.txt",1
213,1,1,1,1,0,1001000,"normanby_island.txt",1
224,1,1,1,1,0,1001000,"normanby_island.txt",1
226,1,1,1,1,0,1001000,"normanby_island.txt",1
238,1,1,1,1,0,1001000,"normanby_island.txt",1
251,1,1,1,1,0,1001000,"normanby_island.txt",1
259,1,1,1,1,0,1001000,"normanby_island.txt",1
278,1,1,1,1,0,1001000,"normanby_island.txt",1
1,21,0.19048,0.17654,1,0,1001000,"rakiura.txt",1
2,21,0.2381,0.21487,1,0,1001000,"rakiura.txt",1
10,21,0.42857,0.43786,1,0,1001000,"rakiura.txt",1
11,21,0.38095,0.51103,0.37867,5e-04,1001000,"rakiura.txt",1
18,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
21,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
24,11,0,0.41558,0.00226,5e-05,1001000,"rakiura.txt",1
25,18,0.27778,0.5,0.13733,0.00034,1001000,"rakiura.txt",1
33,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
38,21,0.42857,0.43786,1,0,1001000,"rakiura.txt",1
44,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
46,21,0.52381,0.47038,0.66565,0.00047,1001000,"rakiura.txt",1
49,21,0.19048,0.25087,0.33746,0.00048,1001000,"rakiura.txt",1
52,20,0.4,0.38462,1,0,1001000,"rakiura.txt",1
54,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
55,20,0.1,0.09744,1,0,1001000,"rakiura.txt",1
59,21,0.42857,0.39605,1,0,1001000,"rakiura.txt",1
61,21,0.61905,0.50755,0.39393,0.00047,1001000,"rakiura.txt",1
62,21,0.19048,0.48316,0.00749,8e-05,1001000,"rakiura.txt",1
66,21,0.2381,0.39605,0.09248,0.00028,1001000,"rakiura.txt",1
74,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
75,21,0.52381,0.49361,1,0,1001000,"rakiura.txt",1
76,21,0.47619,0.41812,0.63276,0.00048,1001000,"rakiura.txt",1
77,21,0.2381,0.43786,0.05044,0.00021,1001000,"rakiura.txt",1
81,21,0.47619,0.45528,1,0,1001000,"rakiura.txt",1
87,16,0.375,0.44355,0.59201,0.00049,1001000,"rakiura.txt",1
90,21,0.52381,0.39605,0.26186,0.00043,1001000,"rakiura.txt",1
95,21,0.57143,0.50174,0.66293,0.00044,1001000,"rakiura.txt",1
97,18,0.05556,0.05556,1,0,1001000,"rakiura.txt",1
98,18,0.44444,0.4127,1,0,1001000,"rakiura.txt",1
100,20,0,0.18462,0.00197,4e-05,1001000,"rakiura.txt",1
102,18,0.38889,0.38571,1,0,1001000,"rakiura.txt",1
107,19,0,0.44381,1e-05,0,1001000,"rakiura.txt",0.02613
108,20,0.55,0.51154,1,0,1001000,"rakiura.txt",1
109,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
114,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
116,12,0.16667,0.15942,1,0,1001000,"rakiura.txt",1
118,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
119,21,0.71429,0.47038,0.02014,0.00014,1001000,"rakiura.txt",1
122,21,0.52381,0.49361,1,0,1001000,"rakiura.txt",1
125,21,0.09524,0.09292,1,0,1001000,"rakiura.txt",1
127,20,0.05,0.40897,0.00023,1e-05,1001000,"rakiura.txt",0.59133
128,21,0,0.37166,1e-05,0,1001000,"rakiura.txt",0.02613
131,20,0.4,0.49231,0.63872,0.00048,1001000,"rakiura.txt",1
132,8,0.125,0.125,1,0,1001000,"rakiura.txt",1
133,21,0.33333,0.28455,1,0,1001000,"rakiura.txt",1
135,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
141,21,0.38095,0.48316,0.3817,0.00046,1001000,"rakiura.txt",1
146,21,0.52381,0.49361,1,0,1001000,"rakiura.txt",1
147,21,0,0.09292,0.02448,0.00016,1001000,"rakiura.txt",1
149,21,0.38095,0.51103,0.379,0.00049,1001000,"rakiura.txt",1
151,21,0.33333,0.43786,0.32967,0.00046,1001000,"rakiura.txt",1
158,18,0.16667,0.24603,0.27211,0.00046,1001000,"rakiura.txt",1
159,21,0.2381,0.39605,0.093,0.00029,1001000,"rakiura.txt",1
162,21,0.42857,0.47038,1,0,1001000,"rakiura.txt",1
166,21,0.09524,0.09292,1,0,1001000,"rakiura.txt",1
169,21,0.47619,0.51103,1,0,1001000,"rakiura.txt",1
171,21,0.52381,0.39605,0.26237,0.00044,1001000,"rakiura.txt",1
180,21,0.09524,0.17654,0.14536,0.00035,1001000,"rakiura.txt",1
181,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
182,21,0.52381,0.39605,0.26082,0.00044,1001000,"rakiura.txt",1
184,21,0.28571,0.41812,0.2729,0.00045,1001000,"rakiura.txt",1
187,21,0.38095,0.51103,0.38072,0.00049,1001000,"rakiura.txt",1
188,21,0.04762,0.04762,1,0,1001000,"rakiura.txt",1
196,21,0.2381,0.21487,1,0,1001000,"rakiura.txt",1
201,18,0.05556,0.05556,1,0,1001000,"rakiura.txt",1
202,21,0.38095,0.45528,0.62437,0.00047,1001000,"rakiura.txt",1
203,21,0,0.17654,0.00191,4e-05,1001000,"rakiura.txt",1
209,21,0.42857,0.39605,1,0,1001000,"rakiura.txt",1
210,21,0.38095,0.45528,0.62466,0.00047,1001000,"rakiura.txt",1
215,21,0.38095,0.48316,0.38204,0.00047,1001000,"rakiura.txt",1
216,21,0.28571,0.51103,0.07702,0.00027,1001000,"rakiura.txt",1
220,21,0.19048,0.31591,0.11667,0.00031,1001000,"rakiura.txt",1
224,21,0.09524,0.09292,1,0,1001000,"rakiura.txt",1
226,21,0.33333,0.39605,0.57969,0.00049,1001000,"rakiura.txt",1
228,21,0.33333,0.34495,1,0,1001000,"rakiura.txt",1
230,21,0.2381,0.21487,1,0,1001000,"rakiura.txt",1
232,21,0.38095,0.41812,1,0,1001000,"rakiura.txt",1
235,21,0.14286,0.13589,1,0,1001000,"rakiura.txt",1
240,21,0.42857,0.43786,1,0,1001000,"rakiura.txt",1
243,21,0.38095,0.51103,0.37978,0.00049,1001000,"rakiura.txt",1
245,10,0.1,0.47895,0.02139,0.00015,1001000,"rakiura.txt",1
246,19,0.10526,0.10242,1,0,1001000,"rakiura.txt",1
249,21,0.42857,0.39605,1,0,1001000,"rakiura.txt",1
